cargo,dept,seats,party,votes
diputado,Tumbes,2,RENOVACIÓN POPULAR,862
diputado,Tumbes,2,ALIANZA PARA EL PROGRESO,600
diputado,Tumbes,2,JUNTOS POR EL PERÚ,557
diputado,Tumbes,2,PARTIDO PAÍS PARA TODOS,513
diputado,Tumbes,2,PARTIDO DEL BUEN GOBIERNO,314
diputado,Tumbes,2,AHORA NACIÓN - AN,310
diputado,Tumbes,2,PODEMOS PERÚ,275
diputado,Tumbes,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,268
diputado,Tumbes,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",144
diputado,Tumbes,2,PARTIDO APRISTA PERUANO,121
diputado,Tumbes,2,ALIANZA ELECTORAL VENCEREMOS,117
diputado,Tumbes,2,FE EN EL PERÚ,102
diputado,Tumbes,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,99
diputado,Tumbes,2,PARTIDO POLÍTICO PERÚ PRIMERO,84
diputado,Tumbes,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,70
diputado,Tumbes,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,63
diputado,Tumbes,2,PARTIDO DEMÓCRATA VERDE,46
diputado,Tumbes,2,PARTIDO MORADO,45
diputado,Tumbes,2,UNIDAD NACIONAL,30
diputado,Tumbes,2,SALVEMOS AL PERÚ,19
diputado,Tumbes,2,LIBERTAD POPULAR,18
diputado,Tumbes,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,15
diputado,Tumbes,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,15
diputado,Tumbes,2,UN CAMINO DIFERENTE,14
diputado,Tumbes,2,PARTIDO POLÍTICO PERÚ ACCIÓN,13
diputado,Tumbes,2,FUERZA Y LIBERTAD,11
diputado,Ucayali,3,VOTOS NULOS,5892
diputado,Ucayali,3,FUERZA POPULAR,5760
diputado,Ucayali,3,VOTOS EN BLANCO,5471
diputado,Ucayali,3,JUNTOS POR EL PERÚ,1548
diputado,Ucayali,3,PARTIDO CÍVICO OBRAS,1050
diputado,Ucayali,3,PARTIDO PAÍS PARA TODOS,1021
diputado,Ucayali,3,RENOVACIÓN POPULAR,965
diputado,Ucayali,3,PARTIDO DEL BUEN GOBIERNO,873
diputado,Ucayali,3,PARTIDO DEMOCRÁTICO SOMOS PERÚ,872
diputado,Ucayali,3,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,808
diputado,Ucayali,3,AHORA NACIÓN - AN,688
diputado,Ucayali,3,PODEMOS PERÚ,662
diputado,Ucayali,3,PARTIDO POLÍTICO PERÚ PRIMERO,544
diputado,Ucayali,3,PARTIDO DEMÓCRATA UNIDO PERÚ,396
diputado,Ucayali,3,PROGRESEMOS,317
diputado,Ucayali,3,ALIANZA PARA EL PROGRESO,312
diputado,Ucayali,3,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,256
diputado,Ucayali,3,PARTIDO FRENTE DE LA ESPERANZA 2021,240
diputado,Ucayali,3,PARTIDO APRISTA PERUANO,192
diputado,Ucayali,3,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,160
diputado,Ucayali,3,FE EN EL PERÚ,158
diputado,Ucayali,3,ALIANZA ELECTORAL VENCEREMOS,136
diputado,Ucayali,3,PARTIDO DEMÓCRATA VERDE,120
diputado,Ucayali,3,PARTIDO POLÍTICO COOPERACIÓN POPULAR,114
diputado,Ucayali,3,UNIDAD NACIONAL,95
diputado,Ucayali,3,LIBERTAD POPULAR,61
diputado,Ucayali,3,FUERZA Y LIBERTAD,58
diputado,Ucayali,3,PARTIDO POLÍTICO PERÚ ACCIÓN,56
diputado,Ucayali,3,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,48
diputado,Ucayali,3,UN CAMINO DIFERENTE,41
diputado,Ucayali,3,PARTIDO POLÍTICO PRIN,29
diputado,Ucayali,3,PARTIDO DEMOCRATICO FEDERAL,19
diputado,Ucayali,3,PERÚ MODERNO,18
diputado,PEX,2,VOTOS NULOS,8590
diputado,PEX,2,RENOVACIÓN POPULAR,8143
diputado,PEX,2,VOTOS EN BLANCO,4455
diputado,PEX,2,FUERZA POPULAR,4146
diputado,PEX,2,PARTIDO DEL BUEN GOBIERNO,3443
diputado,PEX,2,AHORA NACIÓN - AN,2370
diputado,PEX,2,PARTIDO CÍVICO OBRAS,2130
diputado,PEX,2,PARTIDO PAÍS PARA TODOS,1994
diputado,PEX,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1177
diputado,PEX,2,PARTIDO APRISTA PERUANO,526
diputado,PEX,2,PARTIDO SICREO,409
diputado,PEX,2,PARTIDO FRENTE DE LA ESPERANZA 2021,309
diputado,PEX,2,UN CAMINO DIFERENTE,288
diputado,PEX,2,ALIANZA ELECTORAL VENCEREMOS,254
diputado,PEX,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,209
diputado,PEX,2,UNIDAD NACIONAL,199
diputado,PEX,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,193
diputado,PEX,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,177
diputado,PEX,2,PARTIDO DEMÓCRATA UNIDO PERÚ,175
diputado,PEX,2,PARTIDO MORADO,164
diputado,PEX,2,ALIANZA PARA EL PROGRESO,154
diputado,PEX,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,151
diputado,PEX,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,141
diputado,PEX,2,PODEMOS PERÚ,131
diputado,PEX,2,PARTIDO PATRIÓTICO DEL PERÚ,123
diputado,PEX,2,PARTIDO DEMÓCRATA VERDE,121
diputado,PEX,2,PARTIDO POLÍTICO PERÚ PRIMERO,110
diputado,PEX,2,PROGRESEMOS,103
diputado,PEX,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,97
diputado,PEX,2,FUERZA Y LIBERTAD,70
diputado,PEX,2,PARTIDO POLÍTICO PERÚ ACCIÓN,43
diputado,PEX,2,SALVEMOS AL PERÚ,34
diputado,PEX,2,PARTIDO POLÍTICO PRIN,24
diputado,PEX,2,FE EN EL PERÚ,24
senador,Amazonas,1,VOTOS EN BLANCO,26636
senador,Amazonas,1,VOTOS NULOS,8850
senador,Amazonas,1,FUERZA POPULAR,8188
senador,Amazonas,1,AHORA NACIÓN - AN,3100
senador,Amazonas,1,ALIANZA PARA EL PROGRESO,2999
senador,Amazonas,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2359
senador,Amazonas,1,RENOVACIÓN POPULAR,2132
senador,Amazonas,1,PARTIDO DEL BUEN GOBIERNO,1765
senador,Amazonas,1,PODEMOS PERÚ,1559
senador,Amazonas,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,873
senador,Amazonas,1,ALIANZA ELECTORAL VENCEREMOS,829
senador,Amazonas,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",731
senador,Amazonas,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,722
senador,Amazonas,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,548
senador,Amazonas,1,PARTIDO POLÍTICO PERÚ PRIMERO,448
senador,Amazonas,1,PARTIDO APRISTA PERUANO,395
senador,Amazonas,1,PARTIDO FRENTE DE LA ESPERANZA 2021,375
senador,Amazonas,1,PARTIDO MORADO,279
senador,Amazonas,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,265
senador,Amazonas,1,PARTIDO DEMÓCRATA VERDE,230
senador,Amazonas,1,PARTIDO DEMÓCRATA UNIDO PERÚ,227
senador,Amazonas,1,UN CAMINO DIFERENTE,208
senador,Amazonas,1,PROGRESEMOS,156
senador,Amazonas,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,122
senador,Amazonas,1,PARTIDO DEMOCRATICO FEDERAL,106
senador,Amazonas,1,LIBERTAD POPULAR,102
senador,Amazonas,1,PARTIDO POLÍTICO PRIN,88
senador,Amazonas,1,FUERZA Y LIBERTAD,86
senador,Áncash,1,VOTOS EN BLANCO,30435
senador,Áncash,1,VOTOS NULOS,25131
senador,Áncash,1,JUNTOS POR EL PERÚ,18620
senador,Áncash,1,FUERZA POPULAR,16900
senador,Áncash,1,AHORA NACIÓN - AN,8591
senador,Áncash,1,PARTIDO CÍVICO OBRAS,8519
senador,Áncash,1,PARTIDO PAÍS PARA TODOS,7420
senador,Áncash,1,PARTIDO DEL BUEN GOBIERNO,5378
senador,Áncash,1,RENOVACIÓN POPULAR,4672
senador,Áncash,1,PODEMOS PERÚ,4628
senador,Áncash,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3143
senador,Áncash,1,ALIANZA PARA EL PROGRESO,2770
senador,Áncash,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1817
senador,Áncash,1,PARTIDO FRENTE DE LA ESPERANZA 2021,1633
senador,Áncash,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1566
senador,Áncash,1,PARTIDO APRISTA PERUANO,1378
senador,Áncash,1,PARTIDO POLÍTICO PERÚ PRIMERO,1047
senador,Áncash,1,ALIANZA ELECTORAL VENCEREMOS,851
senador,Áncash,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,844
senador,Áncash,1,PARTIDO PATRIÓTICO DEL PERÚ,824
senador,Áncash,1,LIBERTAD POPULAR,797
senador,Áncash,1,PROGRESEMOS,766
senador,Áncash,1,PARTIDO DEMÓCRATA UNIDO PERÚ,749
senador,Áncash,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,548
senador,Áncash,1,UN CAMINO DIFERENTE,450
senador,Áncash,1,PARTIDO MORADO,348
senador,Áncash,1,FE EN EL PERÚ,323
senador,Áncash,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,280
senador,Áncash,1,PARTIDO POLÍTICO PERÚ ACCIÓN,202
senador,Áncash,1,SALVEMOS AL PERÚ,199
senador,Áncash,1,PARTIDO DEMOCRATICO FEDERAL,191
senador,Áncash,1,UNIDAD NACIONAL,189
senador,Áncash,1,FUERZA Y LIBERTAD,180
senador,Áncash,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,158
senador,Áncash,1,PARTIDO POLÍTICO PRIN,126
senador,Áncash,1,PERÚ MODERNO,32
senador,Apurímac,1,JUNTOS POR EL PERÚ,21817
senador,Apurímac,1,VOTOS EN BLANCO,11128
senador,Apurímac,1,VOTOS NULOS,9986
senador,Apurímac,1,PARTIDO CÍVICO OBRAS,5166
senador,Apurímac,1,AHORA NACIÓN - AN,4656
senador,Apurímac,1,PARTIDO DEMÓCRATA UNIDO PERÚ,2534
senador,Apurímac,1,FUERZA POPULAR,2163
senador,Apurímac,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1729
senador,Apurímac,1,PARTIDO DEL BUEN GOBIERNO,1670
senador,Apurímac,1,PODEMOS PERÚ,1258
senador,Apurímac,1,RENOVACIÓN POPULAR,1018
senador,Apurímac,1,ALIANZA PARA EL PROGRESO,977
senador,Apurímac,1,PROGRESEMOS,933
senador,Apurímac,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,930
senador,Apurímac,1,ALIANZA ELECTORAL VENCEREMOS,622
senador,Apurímac,1,PARTIDO FRENTE DE LA ESPERANZA 2021,615
senador,Apurímac,1,LIBERTAD POPULAR,569
senador,Apurímac,1,PARTIDO PAÍS PARA TODOS,469
senador,Apurímac,1,PARTIDO PATRIÓTICO DEL PERÚ,450
senador,Apurímac,1,PARTIDO POLÍTICO PERÚ PRIMERO,374
senador,Apurímac,1,SALVEMOS AL PERÚ,300
senador,Apurímac,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,282
senador,Apurímac,1,PARTIDO DEMÓCRATA VERDE,257
senador,Apurímac,1,PARTIDO APRISTA PERUANO,201
senador,Apurímac,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,172
senador,Apurímac,1,PARTIDO MORADO,167
senador,Apurímac,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,146
senador,Apurímac,1,PARTIDO POLÍTICO PRIN,122
senador,Apurímac,1,FUERZA Y LIBERTAD,122
senador,Apurímac,1,PARTIDO DEMOCRATICO FEDERAL,116
senador,Apurímac,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,66
senador,Apurímac,1,UNIDAD NACIONAL,62
senador,Apurímac,1,UN CAMINO DIFERENTE,42
senador,Apurímac,1,PERÚ MODERNO,14
senador,Arequipa,1,VOTOS NULOS,21386
senador,Arequipa,1,VOTOS EN BLANCO,17225
senador,Arequipa,1,PARTIDO DEL BUEN GOBIERNO,16982
senador,Arequipa,1,JUNTOS POR EL PERÚ,15821
senador,Arequipa,1,PARTIDO CÍVICO OBRAS,11574
senador,Arequipa,1,AHORA NACIÓN - AN,9328
senador,Arequipa,1,PARTIDO PAÍS PARA TODOS,8762
senador,Arequipa,1,RENOVACIÓN POPULAR,8585
senador,Arequipa,1,FUERZA POPULAR,7120
senador,Arequipa,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3827
senador,Arequipa,1,PARTIDO FRENTE DE LA ESPERANZA 2021,2903
senador,Arequipa,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2869
senador,Arequipa,1,PODEMOS PERÚ,2103
senador,Arequipa,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1877
senador,Arequipa,1,PARTIDO POLÍTICO PERÚ PRIMERO,1680
senador,Arequipa,1,ALIANZA PARA EL PROGRESO,1679
senador,Arequipa,1,PARTIDO APRISTA PERUANO,1552
senador,Arequipa,1,ALIANZA ELECTORAL VENCEREMOS,1294
senador,Arequipa,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1020
senador,Arequipa,1,PROGRESEMOS,988
senador,Arequipa,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,539
senador,Arequipa,1,PARTIDO MORADO,526
senador,Arequipa,1,PARTIDO DEMÓCRATA VERDE,511
senador,Arequipa,1,UNIDAD NACIONAL,329
senador,Arequipa,1,FUERZA Y LIBERTAD,307
senador,Arequipa,1,UN CAMINO DIFERENTE,274
senador,Arequipa,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,234
senador,Arequipa,1,PARTIDO DEMOCRATICO FEDERAL,227
senador,Arequipa,1,PARTIDO POLÍTICO PERÚ ACCIÓN,214
senador,Arequipa,1,FE EN EL PERÚ,207
senador,Arequipa,1,PERÚ MODERNO,167
senador,Arequipa,1,SALVEMOS AL PERÚ,141
senador,Arequipa,1,PARTIDO POLÍTICO PRIN,134
senador,Arequipa,1,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,126
senador,Ayacucho,1,JUNTOS POR EL PERÚ,23193
senador,Ayacucho,1,VOTOS NULOS,17848
senador,Ayacucho,1,VOTOS EN BLANCO,16739
senador,Ayacucho,1,AHORA NACIÓN - AN,12628
senador,Ayacucho,1,PARTIDO CÍVICO OBRAS,9602
senador,Ayacucho,1,FUERZA POPULAR,5709
senador,Ayacucho,1,PARTIDO DEL BUEN GOBIERNO,5089
senador,Ayacucho,1,PODEMOS PERÚ,3077
senador,Ayacucho,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2678
senador,Ayacucho,1,RENOVACIÓN POPULAR,2125
senador,Ayacucho,1,PARTIDO FRENTE DE LA ESPERANZA 2021,1893
senador,Ayacucho,1,ALIANZA ELECTORAL VENCEREMOS,1856
senador,Ayacucho,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1663
senador,Ayacucho,1,PARTIDO POLÍTICO PERÚ PRIMERO,1546
senador,Ayacucho,1,PARTIDO PAÍS PARA TODOS,1409
senador,Ayacucho,1,ALIANZA PARA EL PROGRESO,1386
senador,Ayacucho,1,PARTIDO DEMÓCRATA UNIDO PERÚ,1342
senador,Ayacucho,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1282
senador,Ayacucho,1,LIBERTAD POPULAR,1112
senador,Ayacucho,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,914
senador,Ayacucho,1,PROGRESEMOS,671
senador,Ayacucho,1,PARTIDO DEMÓCRATA VERDE,532
senador,Ayacucho,1,PARTIDO APRISTA PERUANO,495
senador,Ayacucho,1,FUERZA Y LIBERTAD,314
senador,Ayacucho,1,UN CAMINO DIFERENTE,273
senador,Ayacucho,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,204
senador,Ayacucho,1,SALVEMOS AL PERÚ,204
senador,Ayacucho,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,111
senador,Ayacucho,1,UNIDAD NACIONAL,109
senador,Cajamarca,1,VOTOS EN BLANCO,67495
senador,Cajamarca,1,VOTOS NULOS,16527
senador,Cajamarca,1,FUERZA POPULAR,11262
senador,Cajamarca,1,PARTIDO CÍVICO OBRAS,9201
senador,Cajamarca,1,AHORA NACIÓN - AN,4563
senador,Cajamarca,1,ALIANZA PARA EL PROGRESO,4031
senador,Cajamarca,1,PARTIDO DEL BUEN GOBIERNO,3956
senador,Cajamarca,1,PODEMOS PERÚ,3593
senador,Cajamarca,1,RENOVACIÓN POPULAR,2713
senador,Cajamarca,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2086
senador,Cajamarca,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1897
senador,Cajamarca,1,PARTIDO PAÍS PARA TODOS,1805
senador,Cajamarca,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1778
senador,Cajamarca,1,PARTIDO POLÍTICO PERÚ PRIMERO,1664
senador,Cajamarca,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1113
senador,Cajamarca,1,PARTIDO FRENTE DE LA ESPERANZA 2021,1039
senador,Cajamarca,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,904
senador,Cajamarca,1,PARTIDO APRISTA PERUANO,781
senador,Cajamarca,1,ALIANZA ELECTORAL VENCEREMOS,679
senador,Cajamarca,1,LIBERTAD POPULAR,576
senador,Cajamarca,1,UNIDAD NACIONAL,519
senador,Cajamarca,1,UN CAMINO DIFERENTE,502
senador,Cajamarca,1,PARTIDO DEMÓCRATA VERDE,417
senador,Cajamarca,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,409
senador,Cajamarca,1,PARTIDO DEMÓCRATA UNIDO PERÚ,362
senador,Cajamarca,1,PARTIDO DEMOCRATICO FEDERAL,299
senador,Cajamarca,1,PROGRESEMOS,287
senador,Cajamarca,1,SALVEMOS AL PERÚ,219
senador,Cajamarca,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,209
senador,Cajamarca,1,PERÚ MODERNO,108
senador,Cajamarca,1,FUERZA Y LIBERTAD,95
senador,Callao,1,VOTOS NULOS,80894
senador,Callao,1,FUERZA POPULAR,66364
senador,Callao,1,PARTIDO DEL BUEN GOBIERNO,59240
senador,Callao,1,RENOVACIÓN POPULAR,56521
senador,Callao,1,VOTOS EN BLANCO,55337
senador,Callao,1,PARTIDO PAÍS PARA TODOS,33966
senador,Callao,1,PARTIDO CÍVICO OBRAS,27227
senador,Callao,1,AHORA NACIÓN - AN,25971
senador,Callao,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",17347
senador,Callao,1,JUNTOS POR EL PERÚ,10937
senador,Callao,1,PARTIDO APRISTA PERUANO,7247
senador,Callao,1,PARTIDO FRENTE DE LA ESPERANZA 2021,4861
senador,Callao,1,PODEMOS PERÚ,4299
senador,Callao,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,4235
senador,Callao,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4171
senador,Callao,1,ALIANZA PARA EL PROGRESO,4055
senador,Callao,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3869
senador,Callao,1,PROGRESEMOS,3158
senador,Callao,1,UNIDAD NACIONAL,3156
senador,Callao,1,PARTIDO MORADO,2772
senador,Callao,1,PARTIDO POLÍTICO PERÚ PRIMERO,2615
senador,Callao,1,LIBERTAD POPULAR,2187
senador,Callao,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2041
senador,Callao,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1782
senador,Callao,1,PARTIDO DEMÓCRATA UNIDO PERÚ,1604
senador,Callao,1,PARTIDO DEMÓCRATA VERDE,1603
senador,Callao,1,ALIANZA ELECTORAL VENCEREMOS,1503
senador,Callao,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1348
senador,Callao,1,FUERZA Y LIBERTAD,854
senador,Callao,1,PARTIDO POLÍTICO PERÚ ACCIÓN,659
senador,Callao,1,FE EN EL PERÚ,529
senador,Callao,1,PARTIDO POLÍTICO PRIN,508
senador,Callao,1,SALVEMOS AL PERÚ,368
senador,Callao,1,PERÚ MODERNO,237
senador,Cusco,1,JUNTOS POR EL PERÚ,29544
senador,Cusco,1,VOTOS NULOS,25996
senador,Cusco,1,VOTOS EN BLANCO,20457
senador,Cusco,1,AHORA NACIÓN - AN,16907
senador,Cusco,1,PARTIDO CÍVICO OBRAS,16748
senador,Cusco,1,PARTIDO DEL BUEN GOBIERNO,9258
senador,Cusco,1,FUERZA POPULAR,4377
senador,Cusco,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,4202
senador,Cusco,1,RENOVACIÓN POPULAR,3842
senador,Cusco,1,PARTIDO FRENTE DE LA ESPERANZA 2021,3385
senador,Cusco,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2912
senador,Cusco,1,ALIANZA ELECTORAL VENCEREMOS,2558
senador,Cusco,1,PODEMOS PERÚ,2488
senador,Cusco,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2203
senador,Cusco,1,PARTIDO PAÍS PARA TODOS,2012
senador,Cusco,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1817
senador,Cusco,1,PARTIDO APRISTA PERUANO,1719
senador,Cusco,1,ALIANZA PARA EL PROGRESO,1471
senador,Cusco,1,PARTIDO PATRIÓTICO DEL PERÚ,1441
senador,Cusco,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1411
senador,Cusco,1,PROGRESEMOS,1275
senador,Cusco,1,PARTIDO POLÍTICO PERÚ PRIMERO,1048
senador,Cusco,1,PARTIDO DEMÓCRATA UNIDO PERÚ,855
senador,Cusco,1,PARTIDO DEMÓCRATA VERDE,716
senador,Cusco,1,LIBERTAD POPULAR,540
senador,Cusco,1,PARTIDO POLÍTICO PERÚ ACCIÓN,284
senador,Cusco,1,PARTIDO DEMOCRATICO FEDERAL,277
senador,Cusco,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,274
senador,Cusco,1,SALVEMOS AL PERÚ,249
senador,Cusco,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,245
senador,Cusco,1,FUERZA Y LIBERTAD,229
senador,Cusco,1,UNIDAD NACIONAL,214
senador,Cusco,1,UN CAMINO DIFERENTE,170
senador,Cusco,1,PERÚ MODERNO,123
senador,Huancavelica,1,JUNTOS POR EL PERÚ,21550
senador,Huancavelica,1,VOTOS EN BLANCO,19016
senador,Huancavelica,1,VOTOS NULOS,9313
senador,Huancavelica,1,FUERZA POPULAR,3976
senador,Huancavelica,1,PODEMOS PERÚ,2556
senador,Huancavelica,1,ALIANZA PARA EL PROGRESO,2224
senador,Huancavelica,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1301
senador,Huancavelica,1,RENOVACIÓN POPULAR,1008
senador,Huancavelica,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,871
senador,Huancavelica,1,PARTIDO POLÍTICO PERÚ PRIMERO,682
senador,Huancavelica,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",662
senador,Huancavelica,1,PROGRESEMOS,660
senador,Huancavelica,1,PARTIDO PAÍS PARA TODOS,628
senador,Huancavelica,1,ALIANZA ELECTORAL VENCEREMOS,605
senador,Huancavelica,1,PARTIDO FRENTE DE LA ESPERANZA 2021,556
senador,Huancavelica,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,523
senador,Huancavelica,1,PARTIDO DEMÓCRATA VERDE,337
senador,Huancavelica,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,254
senador,Huancavelica,1,UNIDAD NACIONAL,188
senador,Huancavelica,1,PARTIDO APRISTA PERUANO,171
senador,Huancavelica,1,FUERZA Y LIBERTAD,149
senador,Huancavelica,1,PARTIDO POLÍTICO PERÚ ACCIÓN,128
senador,Huancavelica,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,84
senador,Huancavelica,1,UN CAMINO DIFERENTE,81
senador,Huancavelica,1,PERÚ MODERNO,25
senador,Huánuco,1,JUNTOS POR EL PERÚ,18857
senador,Huánuco,1,VOTOS EN BLANCO,15063
senador,Huánuco,1,VOTOS NULOS,14508
senador,Huánuco,1,FUERZA POPULAR,8661
senador,Huánuco,1,PARTIDO CÍVICO OBRAS,6794
senador,Huánuco,1,RENOVACIÓN POPULAR,3183
senador,Huánuco,1,AHORA NACIÓN - AN,2939
senador,Huánuco,1,PARTIDO PAÍS PARA TODOS,2728
senador,Huánuco,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2353
