pct_escrutado,cargo,dept,seats,partido,votes
11.15,diputado,Huánuco,3,PODEMOS PERÚ,112
11.15,diputado,Huánuco,3,AHORA NACIÓN - AN,89
11.15,diputado,Huánuco,3,PARTIDO POLÍTICO PERÚ PRIMERO,53
11.15,diputado,Huánuco,3,RENOVACIÓN POPULAR,43
11.15,diputado,Huánuco,3,PARTIDO DEMOCRÁTICO SOMOS PERÚ,40
11.15,diputado,Huánuco,3,PARTIDO DEMÓCRATA VERDE,33
11.15,diputado,Huánuco,3,PARTIDO DEL BUEN GOBIERNO,29
11.15,diputado,Huánuco,3,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,27
11.15,diputado,Huánuco,3,ALIANZA ELECTORAL VENCEREMOS,26
11.15,diputado,Huánuco,3,ALIANZA PARA EL PROGRESO,24
11.15,diputado,Huánuco,3,PARTIDO FRENTE DE LA ESPERANZA 2021,19
11.15,diputado,Huánuco,3,PARTIDO SICREO,17
11.15,diputado,Huánuco,3,PARTIDO PATRIÓTICO DEL PERÚ,15
11.15,diputado,Huánuco,3,PROGRESEMOS,13
11.15,diputado,Huánuco,3,PARTIDO POLÍTICO COOPERACIÓN POPULAR,10
11.15,diputado,Huánuco,3,PARTIDO APRISTA PERUANO,9
11.15,diputado,Huánuco,3,FUERZA Y LIBERTAD,7
11.15,diputado,Huánuco,3,LIBERTAD POPULAR,6
11.15,diputado,Huánuco,3,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,5
11.15,diputado,Huánuco,3,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5
11.15,diputado,Huánuco,3,PARTIDO POLÍTICO PRIN,3
11.15,diputado,Huánuco,3,UN CAMINO DIFERENTE,3
11.15,diputado,Huánuco,3,PERÚ MODERNO,3
11.15,diputado,Huánuco,3,UNIDAD NACIONAL,1
11.15,diputado,Huánuco,3,PARTIDO MORADO,1
11.15,diputado,Ica,4,ALIANZA ELECTORAL VENCEREMOS,0
11.15,diputado,Ica,4,PARTIDO PATRIÓTICO DEL PERÚ,0
11.15,diputado,Ica,4,PARTIDO CÍVICO OBRAS,0
11.15,diputado,Ica,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0
11.15,diputado,Ica,4,PARTIDO DEMÓCRATA VERDE,0
11.15,diputado,Ica,4,PARTIDO DEL BUEN GOBIERNO,0
11.15,diputado,Ica,4,PARTIDO POLÍTICO PERÚ ACCIÓN,0
11.15,diputado,Ica,4,PARTIDO POLÍTICO PRIN,0
11.15,diputado,Ica,4,PROGRESEMOS,0
11.15,diputado,Ica,4,PARTIDO SICREO,0
11.15,diputado,Ica,4,PARTIDO PAÍS PARA TODOS,0
11.15,diputado,Ica,4,PARTIDO FRENTE DE LA ESPERANZA 2021,0
11.15,diputado,Ica,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0
11.15,diputado,Ica,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0
11.15,diputado,Ica,4,JUNTOS POR EL PERÚ,0
11.15,diputado,Ica,4,PODEMOS PERÚ,0
11.15,diputado,Ica,4,PARTIDO DEMOCRATICO FEDERAL,0
11.15,diputado,Ica,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0
11.15,diputado,Ica,4,FUERZA POPULAR,0
11.15,diputado,Ica,4,ALIANZA PARA EL PROGRESO,0
11.15,diputado,Ica,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0
11.15,diputado,Ica,4,AHORA NACIÓN - AN,0
11.15,diputado,Ica,4,LIBERTAD POPULAR,0
11.15,diputado,Ica,4,UN CAMINO DIFERENTE,0
11.15,diputado,Ica,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0
11.15,diputado,Ica,4,PERÚ MODERNO,0
11.15,diputado,Ica,4,PARTIDO POLÍTICO PERÚ PRIMERO,0
11.15,diputado,Ica,4,SALVEMOS AL PERÚ,0
11.15,diputado,Ica,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0
11.15,diputado,Ica,4,PARTIDO APRISTA PERUANO,0
11.15,diputado,Ica,4,RENOVACIÓN POPULAR,0
11.15,diputado,Ica,4,PARTIDO DEMÓCRATA UNIDO PERÚ,0
11.15,diputado,Ica,4,FUERZA Y LIBERTAD,0
11.15,diputado,Ica,4,UNIDAD NACIONAL,0
11.15,diputado,Ica,4,PARTIDO MORADO,0
11.15,diputado,Ica,4,VOTOS EN BLANCO,0
11.15,diputado,Ica,4,VOTOS NULOS,0
11.15,diputado,Junín,5,VOTOS NULOS,364
11.15,diputado,Junín,5,VOTOS EN BLANCO,260
11.15,diputado,Junín,5,FUERZA POPULAR,230
11.15,diputado,Junín,5,AHORA NACIÓN - AN,198
11.15,diputado,Junín,5,PARTIDO CÍVICO OBRAS,128
11.15,diputado,Junín,5,JUNTOS POR EL PERÚ,123
11.15,diputado,Junín,5,PODEMOS PERÚ,112
11.15,diputado,Junín,5,RENOVACIÓN POPULAR,110
11.15,diputado,Junín,5,PARTIDO DEL BUEN GOBIERNO,101
11.15,diputado,Junín,5,PARTIDO PAÍS PARA TODOS,77
11.15,diputado,Junín,5,ALIANZA PARA EL PROGRESO,46
11.15,diputado,Junín,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,41
11.15,diputado,Junín,5,PARTIDO MORADO,29
11.15,diputado,Junín,5,PARTIDO FRENTE DE LA ESPERANZA 2021,25
11.15,diputado,Junín,5,PARTIDO DEMÓCRATA UNIDO PERÚ,24
11.15,diputado,Junín,5,FUERZA Y LIBERTAD,24
11.15,diputado,Junín,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,22
11.15,diputado,Junín,5,PROGRESEMOS,21
11.15,diputado,Junín,5,ALIANZA ELECTORAL VENCEREMOS,20
11.15,diputado,Junín,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,20
11.15,diputado,Junín,5,PARTIDO POLÍTICO PERÚ PRIMERO,16
11.15,diputado,Junín,5,PARTIDO APRISTA PERUANO,16
11.15,diputado,Junín,5,PARTIDO DEMÓCRATA VERDE,10
11.15,diputado,Junín,5,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,8
11.15,diputado,Junín,5,LIBERTAD POPULAR,7
11.15,diputado,Junín,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,7
11.15,diputado,Junín,5,FE EN EL PERÚ,6
11.15,diputado,Junín,5,PARTIDO PATRIÓTICO DEL PERÚ,5
11.15,diputado,Junín,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,5
11.15,diputado,Junín,5,UNIDAD NACIONAL,4
11.15,diputado,Junín,5,PARTIDO POLÍTICO PRIN,3
11.15,diputado,Junín,5,UN CAMINO DIFERENTE,3
11.15,diputado,Junín,5,PARTIDO POLÍTICO PERÚ ACCIÓN,2
11.15,diputado,Junín,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2
11.15,diputado,Junín,5,SALVEMOS AL PERÚ,2
11.15,diputado,Junín,5,PERÚ MODERNO,1
11.15,diputado,La Libertad,7,VOTOS EN BLANCO,532
11.15,diputado,La Libertad,7,VOTOS NULOS,492
11.15,diputado,La Libertad,7,JUNTOS POR EL PERÚ,447
11.15,diputado,La Libertad,7,FUERZA POPULAR,307
11.15,diputado,La Libertad,7,PARTIDO CÍVICO OBRAS,92
11.15,diputado,La Libertad,7,ALIANZA PARA EL PROGRESO,69
11.15,diputado,La Libertad,7,PODEMOS PERÚ,65
11.15,diputado,La Libertad,7,AHORA NACIÓN - AN,61
11.15,diputado,La Libertad,7,UN CAMINO DIFERENTE,57
11.15,diputado,La Libertad,7,PARTIDO DEL BUEN GOBIERNO,44
11.15,diputado,La Libertad,7,PARTIDO SICREO,41
11.15,diputado,La Libertad,7,PARTIDO APRISTA PERUANO,33
11.15,diputado,La Libertad,7,RENOVACIÓN POPULAR,30
11.15,diputado,La Libertad,7,PARTIDO PAÍS PARA TODOS,24
11.15,diputado,La Libertad,7,PARTIDO POLÍTICO PERÚ PRIMERO,21
11.15,diputado,La Libertad,7,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,19
11.15,diputado,La Libertad,7,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,18
11.15,diputado,La Libertad,7,PARTIDO DEMOCRÁTICO SOMOS PERÚ,16
11.15,diputado,La Libertad,7,PARTIDO FRENTE DE LA ESPERANZA 2021,14
11.15,diputado,La Libertad,7,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",13
11.15,diputado,La Libertad,7,ALIANZA ELECTORAL VENCEREMOS,12
11.15,diputado,La Libertad,7,PARTIDO PATRIÓTICO DEL PERÚ,10
11.15,diputado,La Libertad,7,PARTIDO POLÍTICO COOPERACIÓN POPULAR,10
11.15,diputado,La Libertad,7,PARTIDO DEMÓCRATA VERDE,7
11.15,diputado,La Libertad,7,FE EN EL PERÚ,7
11.15,diputado,La Libertad,7,LIBERTAD POPULAR,7
11.15,diputado,La Libertad,7,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,6
11.15,diputado,La Libertad,7,PARTIDO DEMÓCRATA UNIDO PERÚ,6
11.15,diputado,La Libertad,7,PARTIDO MORADO,6
11.15,diputado,La Libertad,7,PROGRESEMOS,5
11.15,diputado,La Libertad,7,FUERZA Y LIBERTAD,5
11.15,diputado,La Libertad,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3
11.15,diputado,La Libertad,7,PARTIDO POLÍTICO PERÚ ACCIÓN,2
11.15,diputado,La Libertad,7,PARTIDO POLÍTICO PRIN,2
11.15,diputado,La Libertad,7,PARTIDO DEMOCRATICO FEDERAL,0
11.15,diputado,La Libertad,7,UNIDAD NACIONAL,0
11.15,diputado,Lambayeque,5,ALIANZA ELECTORAL VENCEREMOS,0
11.15,diputado,Lambayeque,5,PARTIDO PATRIÓTICO DEL PERÚ,0
11.15,diputado,Lambayeque,5,PARTIDO CÍVICO OBRAS,0
11.15,diputado,Lambayeque,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0
11.15,diputado,Lambayeque,5,PARTIDO DEMÓCRATA VERDE,0
11.15,diputado,Lambayeque,5,PARTIDO DEL BUEN GOBIERNO,0
11.15,diputado,Lambayeque,5,PARTIDO POLÍTICO PERÚ ACCIÓN,0
11.15,diputado,Lambayeque,5,PROGRESEMOS,0
11.15,diputado,Lambayeque,5,PARTIDO PAÍS PARA TODOS,0
11.15,diputado,Lambayeque,5,PARTIDO FRENTE DE LA ESPERANZA 2021,0
11.15,diputado,Lambayeque,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0
11.15,diputado,Lambayeque,5,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0
11.15,diputado,Lambayeque,5,JUNTOS POR EL PERÚ,0
11.15,diputado,Lambayeque,5,PODEMOS PERÚ,0
11.15,diputado,Lambayeque,5,PARTIDO DEMOCRATICO FEDERAL,0
11.15,diputado,Lambayeque,5,FE EN EL PERÚ,0
11.15,diputado,Lambayeque,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0
11.15,diputado,Lambayeque,5,FUERZA POPULAR,0
11.15,diputado,Lambayeque,5,ALIANZA PARA EL PROGRESO,0
11.15,diputado,Lambayeque,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0
11.15,diputado,Lambayeque,5,AHORA NACIÓN - AN,0
11.15,diputado,Lambayeque,5,LIBERTAD POPULAR,0
11.15,diputado,Lambayeque,5,UN CAMINO DIFERENTE,0
11.15,diputado,Lambayeque,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0
11.15,diputado,Lambayeque,5,PERÚ MODERNO,0
11.15,diputado,Lambayeque,5,PARTIDO POLÍTICO PERÚ PRIMERO,0
11.15,diputado,Lambayeque,5,SALVEMOS AL PERÚ,0
11.15,diputado,Lambayeque,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0
11.15,diputado,Lambayeque,5,PARTIDO APRISTA PERUANO,0
11.15,diputado,Lambayeque,5,RENOVACIÓN POPULAR,0
11.15,diputado,Lambayeque,5,FUERZA Y LIBERTAD,0
11.15,diputado,Lambayeque,5,UNIDAD NACIONAL,0
11.15,diputado,Lambayeque,5,PARTIDO MORADO,0
11.15,diputado,Lambayeque,5,VOTOS EN BLANCO,0
11.15,diputado,Lambayeque,5,VOTOS NULOS,0
11.15,diputado,Lima,32,RENOVACIÓN POPULAR,337628
11.15,diputado,Lima,32,PARTIDO DEL BUEN GOBIERNO,257010
11.15,diputado,Lima,32,VOTOS NULOS,228744
11.15,diputado,Lima,32,FUERZA POPULAR,226735
11.15,diputado,Lima,32,VOTOS EN BLANCO,168694
11.15,diputado,Lima,32,AHORA NACIÓN - AN,154294
11.15,diputado,Lima,32,PARTIDO CÍVICO OBRAS,121140
11.15,diputado,Lima,32,PARTIDO PAÍS PARA TODOS,100247
11.15,diputado,Lima,32,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",74036
11.15,diputado,Lima,32,PARTIDO SICREO,48288
11.15,diputado,Lima,32,JUNTOS POR EL PERÚ,43891
11.15,diputado,Lima,32,PARTIDO APRISTA PERUANO,35633
11.15,diputado,Lima,32,PARTIDO DEMOCRÁTICO SOMOS PERÚ,28558
11.15,diputado,Lima,32,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,22038
11.15,diputado,Lima,32,PODEMOS PERÚ,21823
11.15,diputado,Lima,32,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,21383
11.15,diputado,Lima,32,PARTIDO FRENTE DE LA ESPERANZA 2021,20022
11.15,diputado,Lima,32,LIBERTAD POPULAR,19629
11.15,diputado,Lima,32,ALIANZA PARA EL PROGRESO,19077
11.15,diputado,Lima,32,PROGRESEMOS,15562
11.15,diputado,Lima,32,PARTIDO MORADO,14028
11.15,diputado,Lima,32,UNIDAD NACIONAL,10782
11.15,diputado,Lima,32,PARTIDO POLÍTICO PERÚ PRIMERO,10440
11.15,diputado,Lima,32,PARTIDO PATRIÓTICO DEL PERÚ,9714
11.15,diputado,Lima,32,ALIANZA ELECTORAL VENCEREMOS,8709
11.15,diputado,Lima,32,PARTIDO DEMÓCRATA UNIDO PERÚ,8440
11.15,diputado,Lima,32,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,7957
11.15,diputado,Lima,32,PARTIDO POLÍTICO COOPERACIÓN POPULAR,7839
11.15,diputado,Lima,32,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,6534
11.15,diputado,Lima,32,PARTIDO DEMÓCRATA VERDE,5787
11.15,diputado,Lima,32,FUERZA Y LIBERTAD,3480
11.15,diputado,Lima,32,FE EN EL PERÚ,3218
11.15,diputado,Lima,32,UN CAMINO DIFERENTE,2883
11.15,diputado,Lima,32,PARTIDO POLÍTICO PRIN,2491
11.15,diputado,Lima,32,PARTIDO POLÍTICO PERÚ ACCIÓN,2258
11.15,diputado,Lima,32,PERÚ MODERNO,2187
11.15,diputado,Lima,32,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,2060
11.15,diputado,Lima,32,PARTIDO DEMOCRATICO FEDERAL,2017
11.15,diputado,Lima,32,SALVEMOS AL PERÚ,1697
11.15,diputado,Lima Provincias,4,FUERZA POPULAR,380
11.15,diputado,Lima Provincias,4,VOTOS EN BLANCO,307
11.15,diputado,Lima Provincias,4,VOTOS NULOS,221
11.15,diputado,Lima Provincias,4,RENOVACIÓN POPULAR,136
11.15,diputado,Lima Provincias,4,PARTIDO CÍVICO OBRAS,131
11.15,diputado,Lima Provincias,4,PARTIDO DEL BUEN GOBIERNO,126
11.15,diputado,Lima Provincias,4,JUNTOS POR EL PERÚ,115
11.15,diputado,Lima Provincias,4,PARTIDO PAÍS PARA TODOS,109
11.15,diputado,Lima Provincias,4,AHORA NACIÓN - AN,72
11.15,diputado,Lima Provincias,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",61
11.15,diputado,Lima Provincias,4,ALIANZA PARA EL PROGRESO,42
11.15,diputado,Lima Provincias,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,33
11.15,diputado,Lima Provincias,4,PARTIDO SICREO,30
11.15,diputado,Lima Provincias,4,PODEMOS PERÚ,29
11.15,diputado,Lima Provincias,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,22
11.15,diputado,Lima Provincias,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,21
11.15,diputado,Lima Provincias,4,PROGRESEMOS,19
11.15,diputado,Lima Provincias,4,PARTIDO FRENTE DE LA ESPERANZA 2021,18
11.15,diputado,Lima Provincias,4,ALIANZA ELECTORAL VENCEREMOS,15
11.15,diputado,Lima Provincias,4,PARTIDO POLÍTICO PRIN,15
11.15,diputado,Lima Provincias,4,PARTIDO POLÍTICO PERÚ PRIMERO,15
11.15,diputado,Lima Provincias,4,PARTIDO PATRIÓTICO DEL PERÚ,14
11.15,diputado,Lima Provincias,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,13
11.15,diputado,Lima Provincias,4,PARTIDO APRISTA PERUANO,12
11.15,diputado,Lima Provincias,4,PARTIDO DEMÓCRATA UNIDO PERÚ,8
11.15,diputado,Lima Provincias,4,UNIDAD NACIONAL,8
11.15,diputado,Lima Provincias,4,LIBERTAD POPULAR,7
11.15,diputado,Lima Provincias,4,PERÚ MODERNO,6
11.15,diputado,Lima Provincias,4,PARTIDO DEMOCRATICO FEDERAL,5
11.15,diputado,Lima Provincias,4,PARTIDO DEMÓCRATA VERDE,4
11.15,diputado,Lima Provincias,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,4
11.15,diputado,Lima Provincias,4,FE EN EL PERÚ,3
11.15,diputado,Lima Provincias,4,PARTIDO MORADO,3
11.15,diputado,Lima Provincias,4,UN CAMINO DIFERENTE,2
11.15,diputado,Lima Provincias,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1
11.15,diputado,Lima Provincias,4,SALVEMOS AL PERÚ,1
11.15,diputado,Lima Provincias,4,FUERZA Y LIBERTAD,1
11.15,diputado,Loreto,4,VOTOS NULOS,625
11.15,diputado,Loreto,4,ALIANZA PARA EL PROGRESO,529
11.15,diputado,Loreto,4,VOTOS EN BLANCO,378
11.15,diputado,Loreto,4,FUERZA POPULAR,327
11.15,diputado,Loreto,4,RENOVACIÓN POPULAR,212
11.15,diputado,Loreto,4,JUNTOS POR EL PERÚ,133
11.15,diputado,Loreto,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,128
11.15,diputado,Loreto,4,PARTIDO CÍVICO OBRAS,94
11.15,diputado,Loreto,4,PARTIDO PAÍS PARA TODOS,71
11.15,diputado,Loreto,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,64
11.15,diputado,Loreto,4,AHORA NACIÓN - AN,60
11.15,diputado,Loreto,4,PARTIDO POLÍTICO PERÚ PRIMERO,59
11.15,diputado,Loreto,4,PARTIDO DEL BUEN GOBIERNO,53
11.15,diputado,Loreto,4,ALIANZA ELECTORAL VENCEREMOS,22
11.15,diputado,Loreto,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",15
11.15,diputado,Loreto,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,14
11.15,diputado,Loreto,4,PARTIDO MORADO,11
11.15,diputado,Loreto,4,PODEMOS PERÚ,8
11.15,diputado,Loreto,4,PARTIDO FRENTE DE LA ESPERANZA 2021,7
11.15,diputado,Loreto,4,PROGRESEMOS,6
11.15,diputado,Loreto,4,PARTIDO APRISTA PERUANO,6
11.15,diputado,Loreto,4,LIBERTAD POPULAR,5
11.15,diputado,Loreto,4,PARTIDO DEMÓCRATA VERDE,4
11.15,diputado,Loreto,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,4
11.15,diputado,Loreto,4,PERÚ MODERNO,4
11.15,diputado,Loreto,4,PARTIDO DEMOCRATICO FEDERAL,2
11.15,diputado,Loreto,4,FE EN EL PERÚ,1
11.15,diputado,Loreto,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1
11.15,diputado,Loreto,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1
11.15,diputado,Loreto,4,SALVEMOS AL PERÚ,1
11.15,diputado,Loreto,4,FUERZA Y LIBERTAD,1
11.15,diputado,Loreto,4,UN CAMINO DIFERENTE,0
11.15,diputado,Loreto,4,UNIDAD NACIONAL,0
11.15,diputado,Madre de Dios,2,VOTOS NULOS,124
11.15,diputado,Madre de Dios,2,JUNTOS POR EL PERÚ,65
11.15,diputado,Madre de Dios,2,VOTOS EN BLANCO,64
11.15,diputado,Madre de Dios,2,PARTIDO CÍVICO OBRAS,38
11.15,diputado,Madre de Dios,2,FUERZA POPULAR,31
11.15,diputado,Madre de Dios,2,ALIANZA PARA EL PROGRESO,23
11.15,diputado,Madre de Dios,2,AHORA NACIÓN - AN,21
11.15,diputado,Madre de Dios,2,PARTIDO DEL BUEN GOBIERNO,18
11.15,diputado,Madre de Dios,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,11
11.15,diputado,Madre de Dios,2,PARTIDO PAÍS PARA TODOS,11
11.15,diputado,Madre de Dios,2,PARTIDO FRENTE DE LA ESPERANZA 2021,11
11.15,diputado,Madre de Dios,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,10
11.15,diputado,Madre de Dios,2,RENOVACIÓN POPULAR,10
11.15,diputado,Madre de Dios,2,PARTIDO POLÍTICO PERÚ PRIMERO,9
11.15,diputado,Madre de Dios,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,7
11.15,diputado,Madre de Dios,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,7
11.15,diputado,Madre de Dios,2,PROGRESEMOS,6
11.15,diputado,Madre de Dios,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",6
11.15,diputado,Madre de Dios,2,PODEMOS PERÚ,5
11.15,diputado,Madre de Dios,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,3
11.15,diputado,Madre de Dios,2,PARTIDO APRISTA PERUANO,3
11.15,diputado,Madre de Dios,2,PARTIDO DEMÓCRATA VERDE,2
11.15,diputado,Madre de Dios,2,UNIDAD NACIONAL,2
11.15,diputado,Madre de Dios,2,ALIANZA ELECTORAL VENCEREMOS,1
11.15,diputado,Madre de Dios,2,LIBERTAD POPULAR,1
11.15,diputado,Madre de Dios,2,UN CAMINO DIFERENTE,1
11.15,diputado,Madre de Dios,2,SALVEMOS AL PERÚ,1
11.15,diputado,Madre de Dios,2,PARTIDO DEMÓCRATA UNIDO PERÚ,1
11.15,diputado,Madre de Dios,2,FUERZA Y LIBERTAD,1
11.15,diputado,Madre de Dios,2,PARTIDO POLÍTICO PERÚ ACCIÓN,0
11.15,diputado,Madre de Dios,2,PARTIDO DEMOCRATICO FEDERAL,0
11.15,diputado,Madre de Dios,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0
11.15,diputado,Madre de Dios,2,PERÚ MODERNO,0
11.15,diputado,Moquegua,2,VOTOS NULOS,537
11.15,diputado,Moquegua,2,VOTOS EN BLANCO,454
11.15,diputado,Moquegua,2,PARTIDO DEL BUEN GOBIERNO,430
11.15,diputado,Moquegua,2,RENOVACIÓN POPULAR,363
11.15,diputado,Moquegua,2,AHORA NACIÓN - AN,242
11.15,diputado,Moquegua,2,JUNTOS POR EL PERÚ,193
11.15,diputado,Moquegua,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",175
11.15,diputado,Moquegua,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,165
11.15,diputado,Moquegua,2,FUERZA POPULAR,149
11.15,diputado,Moquegua,2,PARTIDO FRENTE DE LA ESPERANZA 2021,136
11.15,diputado,Moquegua,2,PARTIDO PAÍS PARA TODOS,117
11.15,diputado,Moquegua,2,PARTIDO POLÍTICO PERÚ PRIMERO,114
11.15,diputado,Moquegua,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,83
11.15,diputado,Moquegua,2,PARTIDO APRISTA PERUANO,79
11.15,diputado,Moquegua,2,PROGRESEMOS,59
11.15,diputado,Moquegua,2,PODEMOS PERÚ,48
11.15,diputado,Moquegua,2,ALIANZA ELECTORAL VENCEREMOS,42
11.15,diputado,Moquegua,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,35
11.15,diputado,Moquegua,2,ALIANZA PARA EL PROGRESO,25
11.15,diputado,Moquegua,2,PARTIDO DEMÓCRATA UNIDO PERÚ,25
11.15,diputado,Moquegua,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,22
11.15,diputado,Moquegua,2,UNIDAD NACIONAL,22
11.15,diputado,Moquegua,2,LIBERTAD POPULAR,20
11.15,diputado,Moquegua,2,PERÚ MODERNO,19
11.15,diputado,Moquegua,2,PARTIDO DEMÓCRATA VERDE,10
11.15,diputado,Moquegua,2,FUERZA Y LIBERTAD,10
11.15,diputado,Moquegua,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,7
11.15,diputado,Moquegua,2,UN CAMINO DIFERENTE,7
11.15,diputado,Moquegua,2,PARTIDO POLÍTICO PRIN,4
11.15,diputado,Moquegua,2,PARTIDO DEMOCRATICO FEDERAL,3
11.15,diputado,Pasco,2,VOTOS EN BLANCO,237
11.15,diputado,Pasco,2,VOTOS NULOS,213
11.15,diputado,Pasco,2,FUERZA POPULAR,151
11.15,diputado,Pasco,2,RENOVACIÓN POPULAR,96
11.15,diputado,Pasco,2,AHORA NACIÓN - AN,62
11.15,diputado,Pasco,2,ALIANZA PARA EL PROGRESO,57
11.15,diputado,Pasco,2,PODEMOS PERÚ,51
11.15,diputado,Pasco,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,42
11.15,diputado,Pasco,2,PARTIDO CÍVICO OBRAS,41
11.15,diputado,Pasco,2,PARTIDO FRENTE DE LA ESPERANZA 2021,32
11.15,diputado,Pasco,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",27
11.15,diputado,Pasco,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,22
11.15,diputado,Pasco,2,PARTIDO PAÍS PARA TODOS,18
11.15,diputado,Pasco,2,PARTIDO POLÍTICO PERÚ PRIMERO,14
11.15,diputado,Pasco,2,PARTIDO MORADO,13
11.15,diputado,Pasco,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,8
11.15,diputado,Pasco,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,7
11.15,diputado,Pasco,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,7
11.15,diputado,Pasco,2,ALIANZA ELECTORAL VENCEREMOS,3
11.15,diputado,Pasco,2,PARTIDO DEMÓCRATA VERDE,3
11.15,diputado,Pasco,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3
11.15,diputado,Pasco,2,PARTIDO APRISTA PERUANO,3
11.15,diputado,Pasco,2,PROGRESEMOS,2
11.15,diputado,Pasco,2,FUERZA Y LIBERTAD,2
11.15,diputado,Pasco,2,UN CAMINO DIFERENTE,1
11.15,diputado,Pasco,2,PARTIDO POLÍTICO PRIN,0
11.15,diputado,Pasco,2,LIBERTAD POPULAR,0
